,belong
14790,1.0
10288,1.0
3185,1.0
5558,1.0
5395,1.0
4689,1.0
5390,1.0
9778,1.0
13077,1.0
3071,1.0
9601,1.0
9643,1.0
10772,1.0
4204,1.0
14228,1.0
7898,1.0
6848,1.0
9481,1.0
2676,1.0
7751,1.0
5550,1.0
14086,1.0
5696,1.0
10208,1.0
2268,1.0
1856,1.0
14646,1.0
5362,1.0
15389,1.0
3670,1.0
4777,1.0
6965,1.0
16042,1.0
13601,1.0
5951,1.0
8133,1.0
223,1.0
12571,1.0
6879,1.0
3815,1.0
6046,1.0
5613,1.0
10250,1.0
3773,1.0
11720,1.0
14635,1.0
11942,1.0
14364,1.0
14048,1.0
8785,1.0
7344,1.0
12954,1.0
5715,1.0
11981,1.0
4190,1.0
14538,1.0
9297,1.0
10246,1.0
5727,1.0
5795,1.0
4573,1.0
13917,1.0
14071,1.0
1328,1.0
13155,1.0
13641,1.0
11022,1.0
6976,1.0
14650,1.0
13556,1.0
10913,1.0
5069,1.0
3775,1.0
15096,1.0
1486,1.0
5220,1.0
5054,1.0
14410,1.0
7820,1.0
12166,1.0
631,1.0
4388,1.0
4687,1.0
21,1.0
7307,1.0
6089,1.0
12504,1.0
163,1.0
6805,1.0
3492,1.0
11450,1.0
8222,1.0
15002,1.0
12528,1.0
16255,1.0
2159,1.0
5323,1.0
15224,1.0
11073,1.0
9267,1.0
5296,1.0
2805,1.0
10450,1.0
537,1.0
9253,1.0
2340,1.0
3140,1.0
5080,1.0
2042,1.0
4531,1.0
8322,1.0
12562,1.0
45,1.0
5826,1.0
14146,1.0
9197,1.0
9618,1.0
10120,1.0
13983,1.0
7879,1.0
10254,1.0
1969,1.0
10870,1.0
54,1.0
15351,1.0
3007,1.0
7103,1.0
14844,1.0
7201,1.0
12887,1.0
7035,1.0
3125,1.0
60,1.0
13718,1.0
10144,1.0
9875,1.0
8193,1.0
6720,1.0
14732,1.0
7992,1.0
2296,1.0
13505,1.0
7244,1.0
11176,1.0
11980,1.0
15478,1.0
7211,1.0
14674,1.0
10904,1.0
11157,1.0
5124,1.0
2908,1.0
6397,1.0
5072,1.0
5179,1.0
14178,1.0
6088,1.0
451,1.0
12442,1.0
2352,1.0
11990,1.0
3765,1.0
5328,1.0
445,1.0
15634,1.0
14523,1.0
2073,1.0
7989,1.0
12586,1.0
1554,1.0
15333,1.0
2744,1.0
6443,1.0
6400,1.0
9242,1.0
14593,1.0
4420,1.0
8575,1.0
10263,1.0
9144,1.0
12587,1.0
7551,1.0
10175,1.0
6654,1.0
14176,1.0
4064,1.0
11199,1.0
13553,1.0
578,1.0
15890,1.0
10771,1.0
15222,1.0
9248,1.0
10089,1.0
9216,1.0
2201,1.0
9005,1.0
15080,1.0
5719,1.0
192,1.0
8434,1.0
5930,1.0
5537,1.0
10798,1.0
12850,1.0
7529,1.0
8067,1.0
5621,1.0
15422,1.0
4739,1.0
1003,1.0
4751,1.0
4492,1.0
83,1.0
7651,1.0
8555,1.0
9527,1.0
9277,1.0
3945,1.0
11798,1.0
3379,1.0
15417,1.0
5742,1.0
4224,1.0
8007,1.0
11101,1.0
15304,1.0
9958,1.0
11672,1.0
13047,1.0
9391,1.0
5996,1.0
7667,1.0
2496,1.0
1966,1.0
1756,1.0
4039,1.0
2337,1.0
16214,1.0
14659,1.0
798,1.0
7123,1.0
15514,1.0
1105,1.0
4004,1.0
6620,1.0
10051,1.0
8148,1.0
8609,1.0
1208,1.0
12502,1.0
5633,1.0
8101,1.0
5078,1.0
14622,1.0
15235,1.0
2422,1.0
2549,1.0
145,1.0
12061,1.0
7597,1.0
2133,1.0
16185,1.0
6925,1.0
9787,1.0
14425,1.0
3341,1.0
1732,1.0
5863,1.0
12781,1.0
15698,1.0
270,1.0
14964,1.0
14823,1.0
15540,1.0
5673,1.0
8127,1.0
1608,1.0
5313,1.0
3798,1.0
3136,1.0
16120,1.0
12230,1.0
7017,1.0
11167,1.0
11279,1.0
6439,1.0
71,1.0
6996,1.0
14629,1.0
1655,1.0
13516,1.0
7546,1.0
11291,1.0
1967,1.0
2236,1.0
15941,1.0
7227,1.0
8472,1.0
3162,1.0
12159,1.0
11902,1.0
7012,1.0
5269,1.0
2779,1.0
14836,1.0
2085,1.0
1217,1.0
8629,1.0
3677,1.0
3673,1.0
6559,1.0
2720,1.0
8074,1.0
11287,1.0
5679,1.0
14389,1.0
9167,1.0
12618,1.0
9233,1.0
8981,1.0
13512,1.0
13959,1.0
314,1.0
1422,1.0
13588,1.0
6497,1.0
15020,1.0
4373,1.0
3979,1.0
13709,1.0
9218,1.0
12773,1.0
8984,1.0
11728,1.0
12570,1.0
13583,1.0
14446,1.0
10992,1.0
1799,1.0
10077,1.0
10167,1.0
6580,1.0
12871,1.0
8396,1.0
1335,1.0
1108,1.0
3864,1.0
16157,1.0
9210,1.0
9691,1.0
15435,1.0
8903,1.0
13762,1.0
12079,1.0
15552,1.0
2136,1.0
2403,1.0
12761,1.0
10103,1.0
10109,1.0
9226,1.0
11060,1.0
6376,1.0
766,1.0
2302,1.0
15856,1.0
16060,1.0
9372,1.0
14014,1.0
2625,1.0
14016,1.0
8612,1.0
10828,1.0
3244,1.0
9852,1.0
15576,1.0
6062,1.0
15278,1.0
6467,1.0
8964,1.0
5999,1.0
1192,1.0
8016,1.0
327,1.0
13833,1.0
6282,1.0
1125,1.0
6426,1.0
6831,1.0
1017,1.0
6075,1.0
4271,1.0
8807,1.0
15946,1.0
8947,1.0
5251,1.0
840,1.0
13348,1.0
1593,1.0
7320,1.0
912,1.0
4392,1.0
10420,1.0
441,1.0
6536,1.0
8837,1.0
12772,1.0
14380,1.0
10180,1.0
15465,1.0
2336,1.0
5110,1.0
2331,1.0
15838,1.0
1331,1.0
2719,1.0
15565,1.0
2258,1.0
11093,1.0
13502,1.0
2787,1.0
7968,1.0
4327,1.0
8463,1.0
4584,1.0
12831,1.0
11900,1.0
7674,1.0
1295,1.0
2334,1.0
8778,1.0
5453,1.0
1002,1.0
12463,1.0
9510,1.0
4890,1.0
2971,1.0
670,1.0
9537,1.0
10305,1.0
5404,1.0
10395,1.0
9694,1.0
11873,1.0
3536,1.0
12334,1.0
15599,1.0
2419,1.0
4556,1.0
10625,1.0
6326,1.0
3384,1.0
15017,1.0
9956,1.0
1,1.0
15068,1.0
3010,1.0
15496,1.0
751,1.0
9705,1.0
3402,1.0
1159,1.0
15903,1.0
3469,1.0
10987,1.0
2569,1.0
9085,1.0
15995,1.0
13023,1.0
8961,1.0
8989,1.0
13182,1.0
5159,1.0
5217,1.0
12558,1.0
5266,1.0
5802,1.0
5170,1.0
14088,1.0
2568,1.0
5433,1.0
14772,1.0
12892,1.0
16140,1.0
8753,1.0
16116,1.0
10036,1.0
6130,1.0
8145,1.0
5396,1.0
1965,1.0
5740,1.0
3618,1.0
12093,1.0
6222,1.0
613,1.0
9896,1.0
12431,1.0
10463,1.0
3694,1.0
12841,1.0
3303,1.0
15199,1.0
7522,1.0
10379,1.0
7569,1.0
9512,1.0
14432,1.0
1497,1.0
14754,1.0
11847,1.0
5410,1.0
13727,1.0
10315,1.0
3678,1.0
7862,1.0
8746,1.0
8292,1.0
10457,1.0
13068,1.0
14308,1.0
16155,1.0
14260,1.0
4653,1.0
8538,1.0
16228,1.0
11830,1.0
15735,1.0
15150,1.0
5022,1.0
2537,1.0
1912,1.0
12883,1.0
6325,1.0
13508,1.0
8721,1.0
12364,1.0
5007,1.0
461,1.0
13293,1.0
9747,1.0
8283,1.0
14197,1.0
12198,1.0
11864,1.0
5898,1.0
15292,1.0
12993,1.0
15874,1.0
10553,1.0
8928,1.0
12803,1.0
6816,1.0
4015,1.0
8210,1.0
7352,1.0
10220,1.0
2468,1.0
1597,1.0
15137,1.0
5739,1.0
13398,1.0
9083,1.0
8761,1.0
4900,1.0
15671,1.0
13829,1.0
15218,1.0
12604,1.0
24,1.0
16175,1.0
4736,1.0
5733,1.0
13141,1.0
14707,1.0
208,1.0
6202,1.0
2097,1.0
15473,1.0
10178,1.0
8886,1.0
919,1.0
5070,1.0
15881,1.0
8274,1.0
979,1.0
12203,1.0
5438,1.0
731,1.0
10394,1.0
1488,1.0
149,1.0
15626,1.0
7450,1.0
15924,1.0
8431,1.0
6413,1.0
6570,1.0
5794,1.0
7096,1.0
14047,1.0
4403,1.0
15297,1.0
1875,1.0
16137,1.0
11800,1.0
8459,1.0
14404,1.0
5094,1.0
6899,1.0
6717,1.0
15149,1.0
6383,1.0
733,1.0
6404,1.0
14479,1.0
16173,1.0
15568,1.0
10806,1.0
9501,1.0
4201,1.0
3311,1.0
9502,1.0
6240,1.0
7452,1.0
15734,1.0
229,1.0
9935,1.0
3810,1.0
7539,1.0
9918,1.0
7511,1.0
13179,1.0
3377,1.0
4334,1.0
1869,1.0
2076,1.0
13686,1.0
2663,1.0
13752,1.0
1155,1.0
12996,1.0
2724,1.0
11887,1.0
7285,1.0
15104,1.0
9963,1.0
573,1.0
5773,1.0
2163,1.0
2534,1.0
12108,1.0
3543,1.0
3248,1.0
843,1.0
9401,1.0
5405,1.0
2545,1.0
2442,1.0
1061,1.0
14142,1.0
14187,1.0
4228,1.0
13260,1.0
10067,1.0
9122,1.0
611,1.0
16052,1.0
13157,1.0
11695,1.0
11783,1.0
4272,1.0
4265,1.0
15611,1.0
2913,1.0
2303,1.0
16123,1.0
1632,1.0
2582,1.0
6051,1.0
1243,1.0
8839,1.0
10319,1.0
7515,1.0
14932,1.0
14083,1.0
5645,1.0
14638,1.0
1846,1.0
9828,1.0
5348,1.0
10467,1.0
6809,1.0
11514,1.0
476,1.0
981,1.0
13095,1.0
6664,1.0
12911,1.0
12923,1.0
6810,1.0
3851,1.0
1455,1.0
15254,1.0
13368,1.0
9002,1.0
6792,1.0
381,1.0
12272,1.0
2131,1.0
5655,1.0
1985,1.0
2227,1.0
11455,1.0
3505,1.0
13066,1.0
3083,1.0
1950,1.0
10866,1.0
15843,1.0
2050,1.0
8436,1.0
1587,1.0
5212,1.0
6653,1.0
2459,1.0
15306,1.0
14720,1.0
1810,1.0
8910,1.0
8613,1.0
4011,1.0
9779,1.0
13380,1.0
1137,1.0
13596,1.0
7160,1.0
12485,1.0
4322,1.0
10165,1.0
4356,1.0
1260,1.0
8528,1.0
3558,1.0
5813,1.0
4084,1.0
9352,1.0
9121,1.0
16158,1.0
574,1.0
8373,1.0
3039,1.0
9489,1.0
11588,1.0
12480,1.0
12546,1.0
4441,1.0
6474,1.0
4471,1.0
13552,1.0
5155,1.0
11010,1.0
1564,1.0
9193,1.0
14649,1.0
6438,1.0
11722,1.0
1382,1.0
12046,1.0
8980,1.0
1863,1.0
1981,1.0
4887,1.0
4023,1.0
5788,1.0
13715,1.0
3470,1.0
14401,1.0
7270,1.0
7357,1.0
12098,1.0
6161,1.0
569,1.0
1433,1.0
2920,1.0
13725,1.0
15196,1.0
2157,1.0
4340,1.0
1386,1.0
14591,1.0
2075,1.0
11814,1.0
4621,1.0
1018,1.0
12041,1.0
8321,1.0
7316,1.0
10999,1.0
13153,1.0
11122,1.0
5600,1.0
8659,1.0
12118,1.0
13208,1.0
7789,1.0
15249,1.0
5374,1.0
13270,1.0
656,1.0
7172,1.0
3323,1.0
11535,1.0
9227,1.0
5302,1.0
2033,1.0
903,1.0
4152,1.0
505,1.0
10523,1.0
7167,1.0
15338,1.0
3606,1.0
8295,1.0
1194,1.0
11129,1.0
1407,1.0
8496,1.0
13886,1.0
2018,1.0
11265,1.0
684,1.0
15764,1.0
721,1.0
5702,1.0
12355,1.0
4067,1.0
13351,1.0
5609,1.0
3919,1.0
4049,1.0
9704,1.0
11201,1.0
12294,1.0
12804,1.0
14490,1.0
15086,1.0
5770,1.0
3922,1.0
6353,1.0
14562,1.0
8060,1.0
13999,1.0
14478,1.0
15569,1.0
15225,1.0
3999,1.0
8974,1.0
2483,1.0
8504,1.0
1282,1.0
13485,1.0
14173,1.0
5040,1.0
3349,1.0
5692,1.0
7676,1.0
15519,1.0
13197,1.0
5841,1.0
7500,1.0
7429,1.0
15123,1.0
3665,1.0
2957,1.0
13114,1.0
15717,1.0
5628,1.0
8952,1.0
4216,1.0
4206,1.0
3467,1.0
13133,1.0
13290,1.0
13366,1.0
9451,1.0
3522,1.0
9103,1.0
403,1.0
2705,1.0
6485,1.0
3902,1.0
7666,1.0
9184,1.0
1551,1.0
3685,1.0
8413,1.0
6477,1.0
7677,1.0
15088,1.0
12625,1.0
4413,1.0
3551,1.0
15891,1.0
6472,1.0
14807,1.0
7142,1.0
8525,1.0
2854,1.0
2509,1.0
15508,1.0
9695,1.0
11302,1.0
6701,1.0
11145,1.0
14139,1.0
2747,1.0
8056,1.0
14317,1.0
4279,1.0
13723,1.0
4823,1.0
3651,1.0
3175,1.0
9244,1.0
8442,1.0
13312,1.0
15707,1.0
645,1.0
10533,1.0
13192,1.0
9735,1.0
14926,1.0
5349,1.0
13203,1.0
9133,1.0
12452,1.0
4351,1.0
170,1.0
13570,1.0
7839,1.0
11598,1.0
3055,1.0
15669,1.0
3994,1.0
5487,1.0
1470,1.0
13753,1.0
9117,1.0
9246,1.0
4540,1.0
7068,1.0
6952,1.0
8897,1.0
6466,1.0
9135,1.0
895,1.0
3749,1.0
15198,1.0
977,1.0
311,1.0
12120,1.0
5446,1.0
7971,1.0
8118,1.0
15413,1.0
14531,1.0
16156,1.0
12595,1.0
5373,1.0
15675,1.0
14833,1.0
11462,1.0
5752,1.0
8883,1.0
1084,1.0
7236,1.0
1176,1.0
14123,1.0
3070,1.0
5023,1.0
12816,1.0
14571,1.0
12427,1.0
9250,1.0
9730,1.0
12310,1.0
802,1.0
8787,1.0
10456,1.0
12634,1.0
5989,1.0
13836,1.0
14908,1.0
4767,1.0
129,1.0
1910,1.0
10380,1.0
9980,1.0
3559,1.0
14456,1.0
12788,1.0
5685,1.0
8116,1.0
2640,1.0
8130,1.0
11580,1.0
14159,1.0
11685,1.0
3096,1.0
11622,1.0
11498,1.0
6602,1.0
4895,1.0
12026,1.0
11285,1.0
6706,1.0
11872,1.0
1214,1.0
12141,1.0
13621,1.0
5523,1.0
2453,1.0
7974,1.0
5420,1.0
7902,1.0
9872,1.0
3048,1.0
290,1.0
11596,1.0
901,1.0
9270,1.0
5475,1.0
3061,1.0
1000,1.0
10202,1.0
12664,1.0
10779,1.0
9396,1.0
10228,1.0
11560,1.0
2455,1.0
15876,1.0
8526,1.0
3106,1.0
8885,1.0
2090,1.0
9032,1.0
12271,1.0
2650,1.0
12100,1.0
4732,1.0
7694,1.0
11300,1.0
13842,1.0
12438,1.0
7773,1.0
4651,1.0
10337,1.0
4769,1.0
171,1.0
13787,1.0
8221,1.0
15997,1.0
15281,1.0
9970,1.0
16174,1.0
15956,1.0
7990,1.0
8857,1.0
1822,1.0
7209,1.0
9979,1.0
5106,1.0
5698,1.0
11992,1.0
8415,1.0
11949,1.0
9127,1.0
6878,1.0
9590,1.0
16115,1.0
14756,1.0
2945,1.0
2462,1.0
14444,1.0
3113,1.0
6695,1.0
9658,1.0
6516,1.0
11112,1.0
7223,1.0
9972,1.0
9840,1.0
4524,1.0
3421,1.0
3337,1.0
8780,1.0
12915,1.0
3891,1.0
3720,1.0
1454,1.0
2028,1.0
9709,1.0
2742,1.0
3747,1.0
7958,1.0
5381,1.0
5595,1.0
1326,1.0
13814,1.0
10431,1.0
1697,1.0
7668,1.0
7780,1.0
14063,1.0
5731,1.0
15223,1.0
1257,1.0
11541,1.0
6652,1.0
4498,1.0
15477,1.0
1250,1.0
6109,1.0
7234,1.0
5504,1.0
15918,1.0
6486,1.0
14253,1.0
10163,1.0
16079,1.0
3204,1.0
11055,1.0
1144,1.0
7744,1.0
14715,1.0
15807,1.0
4632,1.0
14040,1.0
11945,1.0
3179,1.0
10602,1.0
8408,1.0
9456,1.0
5745,1.0
644,1.0
15174,1.0
10468,1.0
5107,1.0
6907,1.0
11513,1.0
15974,1.0
510,1.0
8336,1.0
15386,1.0
16224,1.0
5134,1.0
13700,1.0
8395,1.0
8642,1.0
2637,1.0
14273,1.0
15580,1.0
9,1.0
8640,1.0
7408,1.0
605,1.0
13277,1.0
1594,1.0
2591,1.0
10025,1.0
1876,1.0
9213,1.0
1131,1.0
14566,1.0
3336,1.0
7499,1.0
8039,1.0
8011,1.0
1584,1.0
1013,1.0
5889,1.0
15383,1.0
4073,1.0
6870,1.0
7393,1.0
8723,1.0
3120,1.0
13980,1.0
237,1.0
9843,1.0
14411,1.0
10373,1.0
5925,1.0
12724,1.0
14054,1.0
6359,1.0
2531,1.0
3420,1.0
15836,1.0
9392,1.0
1671,1.0
9698,1.0
11274,1.0
7366,1.0
3095,1.0
2437,1.0
16029,1.0
3068,1.0
15124,1.0
562,1.0
8346,1.0
6577,1.0
8973,1.0
11509,1.0
12371,1.0
4629,1.0
14716,1.0
42,1.0
13932,1.0
3914,1.0
13775,1.0
5573,1.0
10284,1.0
15770,1.0
11985,1.0
430,1.0
10528,1.0
4648,1.0
5789,1.0
3803,1.0
6943,1.0
216,1.0
12982,1.0
13452,1.0
1313,1.0
4454,1.0
3394,1.0
1083,1.0
10432,1.0
5177,1.0
16186,1.0
7633,1.0
5830,1.0
7859,1.0
12059,1.0
2198,1.0
10291,1.0
4241,1.0
11012,1.0
9993,1.0
767,1.0
11052,1.0
1507,1.0
6603,1.0
1857,1.0
1885,1.0
6781,1.0
13766,1.0
3334,1.0
15134,1.0
2449,1.0
7503,1.0
13501,1.0
6279,1.0
821,1.0
2959,1.0
4673,1.0
2130,1.0
7414,1.0
1743,1.0
8834,1.0
9369,1.0
15018,1.0
4731,1.0
15657,1.0
7592,1.0
11369,1.0
8398,1.0
4089,1.0
15730,1.0
11162,1.0
10591,1.0
15337,1.0
4199,1.0
4529,1.0
1694,1.0
13682,1.0
4502,1.0
13575,1.0
6086,1.0
13948,1.0
8607,1.0
761,1.0
1880,1.0
768,1.0
3459,1.0
12560,1.0
2122,1.0
13406,1.0
10480,1.0
8927,1.0
1317,1.0
7637,1.0
10611,1.0
14984,1.0
11329,1.0
2231,1.0
5008,1.0
5493,1.0
5121,1.0
8277,1.0
14992,1.0
11542,1.0
10871,1.0
6316,1.0
2904,1.0
2421,1.0
4581,1.0
4047,1.0
7430,1.0
11698,1.0
5650,1.0
14209,1.0
12416,1.0
12689,1.0
13165,1.0
10268,1.0
7788,1.0
14620,1.0
9208,1.0
8253,1.0
13828,1.0
13524,1.0
5969,1.0
8064,1.0
14734,1.0
9442,1.0
11851,1.0
1432,1.0
4798,1.0
642,1.0
8370,1.0
8871,1.0
5144,1.0
7557,1.0
10469,1.0
5458,1.0
15564,1.0
15950,1.0
7480,1.0
6228,1.0
2499,1.0
7759,1.0
13453,1.0
9967,1.0
3594,1.0
9847,1.0
1130,1.0
3006,1.0
5648,1.0
3380,1.0
12697,1.0
12688,1.0
5631,1.0
12123,1.0
8707,1.0
13422,1.0
3954,1.0
7146,1.0
13616,1.0
9301,1.0
6822,1.0
3735,1.0
14233,1.0
3987,1.0
1600,1.0
7419,1.0
13462,1.0
7437,1.0
9774,1.0
10751,1.0
7843,1.0
209,1.0
11713,1.0
11389,1.0
16017,1.0
10717,1.0
848,1.0
5372,1.0
11997,1.0
13041,1.0
13515,1.0
4551,1.0
14347,1.0
16035,1.0
14136,1.0
9345,1.0
14584,1.0
4979,1.0
2648,1.0
12745,1.0
11886,1.0
1050,1.0
2608,1.0
4043,1.0
5897,1.0
12058,1.0
4961,1.0
12397,1.0
11646,1.0
9834,1.0
689,1.0
6672,1.0
12903,1.0
201,1.0
1233,1.0
3267,1.0
15154,1.0
4956,1.0
6304,1.0
11352,1.0
1383,1.0
13785,1.0
2911,1.0
1238,1.0
5746,1.0
10128,1.0
2932,1.0
11359,1.0
5956,1.0
5016,1.0
12701,1.0
15164,1.0
1368,1.0
11438,1.0
12174,1.0
10876,1.0
8379,1.0
7622,1.0
737,1.0
11613,1.0
15233,1.0
8298,1.0
15159,1.0
11593,1.0
3753,1.0
4179,1.0
13116,1.0
5082,1.0
13494,1.0
3779,1.0
8400,1.0
1072,1.0
3240,1.0
13091,1.0
1448,1.0
5952,1.0
12640,1.0
3511,1.0
1342,1.0
10824,1.0
5088,1.0
15833,1.0
11110,1.0
13793,1.0
8123,1.0
1809,1.0
16040,1.0
8460,1.0
13181,1.0
856,1.0
9192,1.0
15606,1.0
6882,1.0
12239,1.0
16061,1.0
8433,1.0
6993,1.0
16167,1.0
4346,1.0
4832,1.0
11362,1.0
12238,1.0
4678,1.0
14936,1.0
15655,1.0
9934,1.0
7981,1.0
9237,1.0
14262,1.0
9099,1.0
13268,1.0
5495,1.0
15577,1.0
493,1.0
13112,1.0
2680,1.0
2614,1.0
5359,1.0
785,1.0
7870,1.0
7439,1.0
12533,1.0
14875,1.0
5899,1.0
9432,1.0
14701,1.0
1874,1.0
6030,1.0
665,1.0
8002,1.0
746,1.0
3358,1.0
1953,1.0
10245,1.0
3434,1.0
5505,1.0
6729,1.0
9018,1.0
11120,1.0
11117,1.0
2383,1.0
8247,1.0
13644,1.0
1964,1.0
16057,1.0
8266,1.0
8617,1.0
5687,1.0
5586,1.0
4669,1.0
12808,1.0
15167,1.0
2682,1.0
12818,1.0
985,1.0
9027,1.0
338,1.0
14344,1.0
4504,1.0
12680,1.0
13010,1.0
5229,1.0
15612,1.0
1297,1.0
12746,1.0
2579,1.0
14340,1.0
10257,1.0
9353,1.0
11495,1.0
1665,1.0
9142,1.0
4341,1.0
13581,1.0
9290,1.0
3294,1.0
11174,1.0
11673,1.0
5589,1.0
12555,1.0
2285,1.0
11128,1.0
6969,1.0
13342,1.0
1450,1.0
1825,1.0
12583,1.0
13445,1.0
5191,1.0
6538,1.0
7457,1.0
3101,1.0
10461,1.0
2358,1.0
14351,1.0
3392,1.0
13962,1.0
6186,1.0
4598,1.0
9249,1.0
14134,1.0
13660,1.0
12790,1.0
6108,1.0
7960,1.0
6356,1.0
7397,1.0
2067,1.0
1034,1.0
1531,1.0
13680,1.0
9666,1.0
7141,1.0
12182,1.0
6850,1.0
12863,1.0
14267,1.0
7575,1.0
581,1.0
6583,1.0
7248,1.0
4348,1.0
7861,1.0
2318,1.0
360,1.0
12698,1.0
235,1.0
9430,1.0
10389,1.0
96,1.0
12074,1.0
7804,1.0
2458,1.0
10044,1.0
4931,1.0
2017,1.0
9654,1.0
13815,1.0
9752,1.0
3901,1.0
8651,1.0
4760,1.0
15839,1.0
10335,1.0
11148,1.0
16125,1.0
16183,1.0
14934,1.0
4974,1.0
10947,1.0
15201,1.0
4154,1.0
7180,1.0
13390,1.0
10681,1.0
7961,1.0
257,1.0
3519,1.0
5567,1.0
6852,1.0
15635,1.0
10212,1.0
1749,1.0
2256,1.0
3846,1.0
11572,1.0
7158,1.0
7591,1.0
3893,1.0
8456,1.0
16238,1.0
11739,1.0
16256,1.0
10354,1.0
3717,1.0
10367,1.0
5864,1.0
6033,1.0
6613,1.0
331,1.0
9761,1.0
155,1.0
745,1.0
2817,1.0
6783,1.0
9230,1.0
7261,1.0
1520,1.0
3712,1.0
11632,1.0
6377,1.0
9506,1.0
4742,1.0
11747,1.0
11028,1.0
9788,1.0
3065,1.0
12972,1.0
8918,1.0
13652,1.0
14110,1.0
7364,1.0
10477,1.0
2476,1.0
14177,1.0
10443,1.0
14933,1.0
14539,1.0
285,1.0
11152,1.0
9518,1.0
2794,1.0
9575,1.0
13707,1.0
168,1.0
9530,1.0
4131,1.0
7615,1.0
9357,1.0
987,1.0
14572,1.0
9593,1.0
14403,1.0
13358,1.0
12755,1.0
8611,1.0
9642,1.0
7251,1.0
4607,1.0
7351,1.0
1149,1.0
6032,1.0
7805,1.0
7925,1.0
11118,1.0
3662,1.0
9621,1.0
1738,1.0
3022,1.0
13543,1.0
8517,1.0
1990,1.0
4406,1.0
2065,1.0
16124,1.0
11211,1.0
11880,1.0
378,1.0
4212,1.0
13121,1.0
1376,1.0
15593,1.0
861,1.0
8990,1.0
5052,1.0
11996,1.0
4503,1.0
10388,1.0
12140,1.0
1569,1.0
2819,1.0
9440,1.0
6167,1.0
12152,1.0
1311,1.0
4277,1.0
7942,1.0
990,1.0
9738,1.0
9723,1.0
5346,1.0
1391,1.0
1573,1.0
11844,1.0
14951,1.0
11656,1.0
382,1.0
144,1.0
8146,1.0
5441,1.0
6121,1.0
13323,1.0
15782,1.0
9777,1.0
9295,1.0
1962,1.0
8394,1.0
8983,1.0
7847,1.0
15445,1.0
6165,1.0
1051,1.0
9299,1.0
14441,1.0
15099,1.0
7821,1.0
8425,1.0
1484,1.0
7578,1.0
2937,1.0
15307,1.0
5781,1.0
13220,1.0
4784,1.0
9600,1.0
9411,1.0
10197,1.0
1682,1.0
2628,1.0
4585,1.0
9243,1.0
14946,1.0
16036,1.0
10481,1.0
12805,1.0
10343,1.0
8000,1.0
12228,1.0
2342,1.0
5086,1.0
5474,1.0
7796,1.0
14169,1.0
12155,1.0
12869,1.0
12708,1.0
2804,1.0
128,1.0
12302,1.0
12087,1.0
13097,1.0
3669,1.0
8124,1.0
12186,1.0
1202,1.0
12207,1.0
11439,1.0
1987,1.0
16066,1.0
4335,1.0
14677,1.0
9474,1.0
10076,1.0
11890,1.0
14943,1.0
3062,1.0
3927,1.0
5089,1.0
10753,1.0
13042,1.0
9562,1.0
15598,1.0
7908,1.0
1360,1.0
14296,1.0
10039,1.0
13082,1.0
10605,1.0
3745,1.0
15855,1.0
11358,1.0
10286,1.0
12553,1.0
15247,1.0
9284,1.0
7826,1.0
9016,1.0
2731,1.0
13403,1.0
13925,1.0
13654,1.0
12896,1.0
6219,1.0
14375,1.0
16144,1.0
8383,1.0
14970,1.0
7504,1.0
6430,1.0
4665,1.0
945,1.0
1758,1.0
10606,1.0
14423,1.0
4840,1.0
10836,1.0
7395,1.0
12821,1.0
3038,1.0
606,1.0
3725,1.0
2892,1.0
8853,1.0
14669,1.0
2229,1.0
13528,1.0
13378,1.0
11050,1.0
11931,1.0
3395,1.0
12695,1.0
6821,1.0
791,1.0
676,1.0
10949,1.0
8884,1.0
9573,1.0
13563,1.0
8185,1.0
13905,1.0
4093,1.0
7204,1.0
6963,1.0
7946,1.0
9001,1.0
7296,1.0
9204,1.0
2238,1.0
10579,1.0
11627,1.0
15504,1.0
4549,1.0
3607,1.0
10272,1.0
14657,1.0
1404,1.0
9589,1.0
13490,1.0
12643,1.0
13520,1.0
3109,1.0
8913,1.0
2739,1.0
5982,1.0
1152,1.0
572,1.0
8579,1.0
11961,1.0
9722,1.0
15486,1.0
9484,1.0
10382,1.0
10134,1.0
1162,1.0
941,1.0
16197,1.0
11846,1.0
3035,1.0
1999,1.0
3333,1.0
12297,1.0
3073,1.0
4750,1.0
2516,1.0
10503,1.0
4496,1.0
16048,1.0
8246,1.0
386,1.0
902,1.0
14156,1.0
10554,1.0
5927,1.0
9348,1.0
5941,1.0
8865,1.0
8519,1.0
8544,1.0
8033,1.0
3499,1.0
6158,1.0
6686,1.0
8982,1.0
8672,1.0
8993,1.0
11683,1.0
7715,1.0
346,1.0
7470,1.0
11474,1.0
15999,1.0
6155,1.0
16281,1.0
4874,1.0
14004,1.0
1806,1.0
15069,1.0
14311,1.0
956,1.0
11848,1.0
12188,1.0
15909,1.0
2315,1.0
8635,1.0
4920,1.0
10462,1.0
6601,1.0
6195,1.0
15283,1.0
3784,1.0
11532,1.0
11666,1.0
7976,1.0
14202,1.0
753,1.0
4932,1.0
12165,1.0
13092,1.0
4894,1.0
3772,1.0
2605,1.0
3539,1.0
10656,1.0
11367,1.0
15791,1.0
11097,1.0
6847,1.0
11436,1.0
1589,1.0
2143,1.0
9304,1.0
7166,1.0
4339,1.0
5682,1.0
15006,1.0
9850,1.0
6974,1.0
4453,1.0
6229,1.0
9549,1.0
5662,1.0
